fffe700e315373fc1014290cf0c12f51,<prp>We</prp> <vbp>need</vbp> <cd>two</cd> <jj>digital</jj> <nns>cameras</nns> <to>to</to> <vb>use</vb> <in>across</in> <det>all</det> <in>of</in> <det>the</det> <nns>subjects</nns> <in>that</in> <prp>we</prp> <vbp>learn</vbp> <in>in</in> <det>the</det> <nn>classroom</nn> <pp>.</pp>
fffe598a41270538eab48432513513ab,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <cd>50lbs</cd> <in>of</in> <nn>clay</nn> <cc>and</cc> <det>some</det> <jj>colorful</jj> <nns>glazes</nns> <to>to</to> <vb>complete</vb> <nn>clay</nn> <nns>pots</nns> <to>to</to> <vb>fulfill</vb> <prps>our</prps> <nn>county</nn> <pos>'s</pos> <jj>visual</jj> <nns>arts</nns> <nn>curriculum</nn> <pp>.</pp>
fffe45b28ea6f2889de1e3f797fb31a3,<jj>story-telling</jj> <cc>and</cc> <nns>children</nns> <pos>'s</pos> <nn>literature</nn>
fffe426c60834b0ba2eb05f759d854da,<to>to</to> <vb>enhance</vb> <prps>their</prps> <nn>vocabulary</nn> <nns>skills</nns>
fffe0bb8af3b9cd93046b49653cc923a,<cc>and</cc> <vbd>lost</vbd> <in>because</in> <prps>your</prps> <nn>family</nn> <vbz>is</vbz> <jj>unable</jj> <to>to</to> <vb>provide</vb> <det>these</det> <jj>crucial</jj> <nns>needs</nns> <to>to</to> <prp>you</prp> <pp>.</pp>
fffe0bb8af3b9cd93046b49653cc923a,<det>The</det> <nns>students</nns> <prp>I</prp> <nn>dedicate</nn> <prps>my</prps> <nn>life</nn> <to>to</to> <vbg>educating</vbg> <det>each</det> <pp>.</pp> <ppr>''</ppr>
fffe0476e16862c4892e97926489986c,<in>as</in> <rb>well</rb> <in>as</in> <vb>meet</vb> <nn>student</nn> <nn>interest</nn> <pp>.</pp>
fffe0476e16862c4892e97926489986c,<nnp>My</nnp> <pp>.</pp> <ppr>''</ppr>
fffdfdcf27588d2d32c15c12dec3a2cb,<ppl>``</ppl> <vb>Do</vb> <prp>you</prp> <vbp>remember</vbp> <wp>what</wp> <prp>it</prp> <vbd>was</vbd> <in>like</in> <det>the</det> <jj>first</jj> <nn>time</nn> <prp>you</prp> <vbd>read</vbd> <det>a</det> <nn>book</nn> <in>that</in> <prp>you</prp> <md>could</md> <rb>n't</rb> <vb>put</vb> <rb>down</rb> <pp>?</pp>
fffdfdcf27588d2d32c15c12dec3a2cb,<prp>I</prp> <vbp>have</vbp> <vbn>found</vbn> <in>that</in> <prps>my</prps> <jj>sixth</jj> <nns>graders</nns> <vbp>have</vbp> <vbn>lost</vbn> <in>that</in> <nnp>LOVE</nnp> <in>of</in> <nn>reading</nn> <pp>.</pp>
fffdfdcf27588d2d32c15c12dec3a2cb,<prp>I</prp> <vbp>am</vbp> <vbg>requesting</vbg> <cd>36</cd> <nn>hardcover</nn> <nns>novels</nns> <in>of</in> <det>the</det> <nnp>Westing</nnp> <nn>game</nn> <to>to</to> <vb>find</vb> <prps>their</prps> <nn>passion</nn> <in>for</in> <nn>reading</nn> <in>once</in> <rb>again</rb> <pp>.</pp>
fffdfdcf27588d2d32c15c12dec3a2cb,<nnp>\n</nnp> <nnp>\nMy</nnp> <nn>classroom</nn> <vbz>is</vbz> <jj>full</jj> <in>of</in> <jj>young</jj> <nns>boys</nns> <cc>and</cc> <nns>girls</nns>
fffdfdcf27588d2d32c15c12dec3a2cb,<jj>great</jj> <nn>mystery</nn> <nn>story</nn>
fffdfafaf7cc8fdd9b6567051b394da7,<ppr>'</ppr> <cd>15</cd> <nns>copies</nns> <in>of</in> <ppl>`</ppl> <nnp>Bunnicula</nnp>
fffdf9d286e715165b60674ac9d05c6c,<ppl>``</ppl> <vbd>Did</vbd> <prp>you</prp> <vbp>know</vbp> <in>that</in> <det>an</det> <jj>estimated</jj> <cd>32</cd> <nn>%</nn> <in>of</in> <nns>teens</nns> <nn>report</nn> <in>that</in> <prp>they</prp> <vbp>have</vbp> <vbn>been</vbn> <nns>targets</nns> <in>of</in> <nn>online</nn> <vbg>bullying</vbg> <pp>?</pp>
fffdf9d286e715165b60674ac9d05c6c,<det>The</det> <jj>American</jj> <nnp>Academy</nnp> <in>of</in> <nnp>Pediatrics</nnp> <vbz>calls</vbz> <nn>cyber</nn> <vbg>bullying</vbg> <ppl>``</ppl> <ppl>``</ppl> <det>the</det> <jjs>most</jjs> <jj>common</jj> <nn>online</nn> <nn>risk</nn> <in>for</in> <det>all</det> <nns>teens</nns> <pp>.</pp> <ppr>''</ppr> <ppr>''</ppr> <nnp>\n</nnp> <nnp>\nBullying</nnp> <vbz>is</vbz> <rb>not</rb> <det>a</det> <jj>new</jj> <nn>problem</nn> <pp>.</pp>
fffdf9d286e715165b60674ac9d05c6c,<in>While</in> <vbg>bullying</vbg> <vbz>has</vbz> <rb>long</rb> <vbn>been</vbn> <det>an</det> <nn>issue</nn> <in>among</in> <nns>teens</nns>
fffda9a35e156656df0a2e2c7091e9cf,<jj>interactive</jj> <nn>art</nn> <cc>and</cc> <nn>history</nn> <pp>.</pp> <ppr>''</ppr>
fffd7e92ef92f4f29f5ad86e82081c66,<prp>I</prp> <vbp>am</vbp> <vbg>requesting</vbg> <det>a</det> <nnp>Sony</nnp> <nnp>Digital</nnp> <nnp>Camera</nnp> <in>that</in> <nn>will</nn> <vb>allow</vb> <prp>me</prp> <to>to</to> <vb>take</vb> <jj>digital</jj> <nns>recordings</nns> <in>of</in> <prps>my</prps> <nns>students</nns> <pp>.</pp>
fffd7e92ef92f4f29f5ad86e82081c66,<det>The</det> <nn>camera</nn> <md>will</md> <vb>be</vb> <vbn>used</vbn> <to>to</to> <vb>record</vb> <jj>small</jj> <nn>group</nn> <nns>discussions</nns> <cc>and</cc> <i
